gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Serpina3a,0.3421387838924199,-0.16051614417532378,1,1,1
Slc47a1,0.34405143845856917,-0.03180853715084586,1,1,1
Hk2,0.3443371732646277,0.08265781872916422,1,1,1
Ext2,0.35926189983634926,-0.3509192410755695,1,1,1
Tnf,0.36005992178799007,-0.4682307301205805,1,1,1
Sdhc,0.3721574519037588,-0.22026143081937155,1,1,1
Gpr34,0.37249564496419446,-0.28639940614460624,1,1,1
Hsd17b12,0.37265773283026743,-0.011646754428667805,1,1,1
Alg5,0.3739922376168096,-0.21612139955701704,1,1,1
Cox14,0.3763506411759366,-0.2868208222649833,1,1,1
Hspg2,0.38198180838983936,0.1517919227950344,1,1,1
Hs2st1,0.38518398461325537,-0.21930990278107965,1,1,1
Csgalnact1,0.3900662608382425,-0.46550341693519703,0.75,1,1
Asah1,0.39054481518728157,-0.02789106718350176,1,1,1
Odc1,0.39466133087673455,-0.02982455343649626,1,1,1
Lpgat1,0.39580733736085394,-0.2842979161802184,1,1,1
Pnpla2,0.39905653690997345,-0.0032127916493003283,1,1,1
Tcap,0.40155799519358853,-0.251846879520117,1,1,1
Col1a2,0.4025557242272766,0.09297145823096653,1,1,1
Aqp4,0.40809036727541015,0.2006395011362283,1,1,1
Ifitm1,0.4098112406189837,-0.029313975840357054,1,1,1
Cpe,0.41168127412662914,-0.2440240630317554,1,1,1
Atp1b2,0.41458760638971637,-0.2220917338511894,1,1,1
Tnr,0.415487800279694,-0.3378096481942374,1,1,1
Osr1,0.41667184931247836,-0.2019469345557212,1,1,1
Gatm,0.4169645616406628,-0.2272487710872788,1,1,1
Cr2,0.4173084040887849,-0.1399634125616126,1,1,1
Nlrp3,0.4177880047889434,-0.24602351898360264,1,1,1
Mbp,0.4214391375991985,-0.33790920504705024,1,1,1
Abca1,0.42281837031379893,0.008702254993214531,1,1,1
Cldn11,0.4249383985519795,0.16672983366569305,1,1,1
Adss,0.4370872074803686,-0.20291337088496597,1,1,1
Lgals1,0.44133190140522244,0.07624422195266478,1,1,1
Numb,0.4461165496847711,-0.24906094227450737,1,1,1
Gclc,0.4480835718827904,-0.21992391425912539,1,1,1
Dlat,0.4532579502681488,-0.19899409874193186,1,1,1
Cxcl2,0.45398293003828477,-0.36752140568982905,1,1,1
Acsl1,0.4576699746618222,-0.15571092216993643,1,1,1
Gja1,0.4602360144220528,-0.2951709815611192,1,1,1
Gmps,0.46522615394575406,-0.15102186857991562,1,1,1
Bace1,0.4654064212172562,-0.2206518484992095,1,1,1
Plcg2,0.4676030294676021,-0.199673536139922,1,1,1
Ppara,0.4699047588940317,-0.403644943757749,1,1,1
Ubc,0.47608342990103464,0.004243840799487586,1,1,1
Uqcrc1,0.4761371489078641,-0.19208726833988887,1,1,1
Plac8,0.4781011904054831,-0.15657470730836676,1,1,1
Aldh1l1,0.48260823872391984,-0.2732054134387387,1,1,1
