#Selection names: 4s2_F1, 4s2M_F2, 4s2M_F1
#Areas (µm^2): 27180097.8, 14559513.7, 26957824.5
Selection,X,Y,Class,Color
4s2M_F1,5948.312999945277,11284.54917097507,samples,#c2c2c2
4s2M_F1,5972.568048668766,11353.990832208458,samples,#c2c2c2
4s2M_F1,6037.567744457405,11567.65256575951,samples,#c2c2c2
4s2M_F1,6070.9623767578605,11779.716470013893,samples,#c2c2c2
4s2M_F1,6078.504131038155,11829.44091772634,samples,#c2c2c2
4s2M_F1,6050.190595901117,11928.314594604439,samples,#c2c2c2
4s2M_F1,6023.730542748221,12062.372472595263,samples,#c2c2c2
4s2M_F1,5997.398315939056,12236.15238690137,samples,#c2c2c2
4s2M_F1,5985.638292315547,12345.923259582774,samples,#c2c2c2
4s2M_F1,5955.215622506902,12506.249451210897,samples,#c2c2c2
4s2M_F1,5928.595786424336,12648.584084958487,samples,#c2c2c2
4s2M_F1,5913.608147621548,12752.123423382869,samples,#c2c2c2
4s2M_F1,5887.116137882717,12898.196977684674,samples,#c2c2c2
4s2M_F1,5851.196935293519,13016.180692950973,samples,#c2c2c2
4s2M_F1,5796.838782620719,13124.417649507572,samples,#c2c2c2
4s2M_F1,5711.322958662805,13229.97025284576,samples,#c2c2c2
4s2M_F1,5588.513798920553,13384.192736560593,samples,#c2c2c2
4s2M_F1,5529.68172421707,13460.025714980671,samples,#c2c2c2
4s2M_F1,5470.370300724584,13532.05585967467,samples,#c2c2c2
4s2M_F1,5441.513503626679,13568.582237396606,samples,#c2c2c2
4s2M_F1,5353.08963034882,13625.20930767068,samples,#c2c2c2
4s2M_F1,5212.768261515038,13697.910540669282,samples,#c2c2c2
4s2M_F1,5109.548488949991,13740.796278991971,samples,#c2c2c2
4s2M_F1,5008.246111540952,13786.238544189338,samples,#c2c2c2
